Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country,AssetType
383,IE00BCRY6003,EUR,FP,iBoxx USD Liquid HY 0-5 Cap,Capitalisation,SDHY,ETF,iShares $ Short Duration High Yield Corporate Bond UCITS ETF,x1,x1,iShares $ Short Duration High Yield Corporate Bond UCITS ETF,PA,France,Fixed Income
384,IE00BL0BMG90,USD,FP,FTSE AdvClmte RskAdj Wd Gov Bd,Bi-Annually,CGGD,ETF,iShares Global Govt Bond Climate UCITS ETF USD (Dist),x1,x1,iShares Global Govt Bond Climate UCITS ETF USD (Dist),PA,France,Fixed Income
385,FR0010510800,EUR,FP,EuroMTS Eonia Investable,,CSH,ETF,LYXOR EURO OVERNIGHT RETURN UCITS ETF,,,LYXOR EURO OVERNIGHT RETURN UCITS ETF,PA,France,Fixed Income
386,LU2244387457,EUR,FP,JPM ESG EMU Govern 3-5Y (TR),Capitalisation,GEMU,ETF,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF Cap,,,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF Cap,PA,France,Fixed Income
387,IE00BK95B138,USD,FP,ICE US Treasury Core Bond Ind,Bi-Annually,GOVT,ETF,iShares Treasury Bond UCITS ETF USD (Dist),,,iShares Treasury Bond UCITS ETF USD (Dist),PA,France,Fixed Income
388,LU2182388236,EUR,FP,BBG Barc MSCI EUR Agg Sus SRI,Capitalisation,EGRI,ETF,AMUNDI INDEX EURO AGG SRI UCITS ETF DR - EUR (C),,,AMUNDI INDEX EURO AGG SRI UCITS ETF DR - EUR (C),PA,France,Fixed Income
389,LU1681040900,USD,FP,iBoxx MSCI ESG USD FRN IG Corp,,AFLT,ETF,AMUNDI FLOATING RATE USD CORPORATE ESG UCITS ETF DR - USD (C),,,AMUNDI FLOATING RATE USD CORPORATE ESG UCITS ETF DR - USD (C),PA,France,Fixed Income
390,LU1525418726,USD,FP,Global Corp ESG Sustainability,,UBBB,ETF,Amundi Global Corp SRI 1-5Y UCITS ETF DR (C),,,Amundi Global Corp SRI 1-5Y UCITS ETF DR (C),PA,France,Fixed Income
391,LU1437018598,EUR,FP,JPM EMU GBI Investment Grade,,EGOV,ETF,AMUNDI INDEX J.P. MORGAN EMU GOVIES IG UCITS ETF DR,,,AMUNDI INDEX J.P. MORGAN EMU GOVIES IG UCITS ETF DR,PA,France,Fixed Income
392,IE00B41RYL63,EUR,FP,BarCap Euro Aggregate,,EAGG,ETF,SPDR Barclays Euro Aggregate Bond UCITS ETF,,,SPDR Barclays Euro Aggregate Bond UCITS ETF,PA,France,Fixed Income
393,IE00B3DKXQ41,EUR,FP,Barclays Euro Aggregate Bond,,IEAG,ETF,iShares EUR Aggregate Bond UCITS ETF EUR (Dist),,,iShares EUR Aggregate Bond UCITS ETF EUR (Dist),PA,France,Fixed Income
394,IE00B3T9LM79,EUR,FP,BarCap Euro Corporate,,EUCO,ETF,SPDR Barclays Euro Corporate Bond UCITS ETF,,,SPDR Barclays Euro Corporate Bond UCITS ETF,PA,France,Fixed Income
395,LU1650491282,EUR,FP,Bbg Bar € Gov Inf-Link Bd Ind,,MTI,ETF,Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF - Acc,,,Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF - Acc,PA,France,Fixed Income
396,LU1681046691,EUR,FP,EuroMTS Highest-Rat Gov AllMa,,AM3A,ETF,AMUNDI GOVT BOND HIGHESTRATED EUROMTS INVESTMENTGRADE UCITS ETF DR  EUR (C),,,AMUNDI GOVT BOND HIGHESTRATED EUROMTS INVESTMENTGRADE UCITS ETF DR  EUR (C),PA,France,Fixed Income
397,LU1190417599,EUR,FP,Eonia,,CSH2,ETF,Lyxor UCITS ETF Smart Cash C-EUR,,,Lyxor UCITS ETF Smart Cash C-EUR,PA,France,Fixed Income
398,LU1681040736,USD,FP,Markit iBoxx $ Treasuries 3-7Y,,US3,ETF,AMUNDI US TREASURY 3-7 UCITSETF DR  USD (C),,,AMUNDI US TREASURY 3-7 UCITSETF DR  USD (C),PA,France,Fixed Income
399,FR0010754135,EUR,FP,EuroMTS Investment 1-3,,C13,ETF,AMUNDI ETF GOVT BOND EUROMTS BROAD INVESTMENT GRADE 1-3 UCITS ETF DR,,,AMUNDI ETF GOVT BOND EUROMTS BROAD INVESTMENT GRADE 1-3 UCITS ETF DR,PA,France,Fixed Income
400,LU2037748774,EUR,FP,BBG BARCLAYS MSCI EUR Corp ESG,Capitalisation,ECRP3,ETF,AMUNDI INDEX EURO CORPORATE SRI 0-3Y-UCITS ETF DR,,,AMUNDI INDEX EURO CORPORATE SRI 0-3Y-UCITS ETF DR,PA,France,Fixed Income
401,IE00B1FZS913,EUR,FP,Barclays Euro Gov Bond 30Y,,IBGL,ETF,iShares EUR Govt Bond 15-30yr UCITS ETF EUR (Dist),,,iShares EUR Govt Bond 15-30yr UCITS ETF EUR (Dist),PA,France,Fixed Income
402,FR0011023621,EUR,FP,Solactive BTP Daily (-2x) Inve,,BTPS,ETF,Lyxor Daily Double Short BTP UCITS ETF - Acc,,,Lyxor Daily Double Short BTP UCITS ETF - Acc,PA,France,Fixed Income
403,DE000A28M8D0,EUR,FP,MVIS Bitcoin Index,,VBTC,ETN,VanEck Vectors Bitcoin ETN,,,VanEck Vectors Bitcoin ETN,PA,France,Fixed Income
404,IE00BJK55B31,EUR,FP,Bbg MSCI US Corp HY BB+ SRI,,DHYE,ETF,iShares $ High Yield Corp Bond ESG UCITS ETF EUR (Acc),,,iShares $ High Yield Corp Bond ESG UCITS ETF EUR (Acc),PA,France,Fixed Income
405,LU2356220926,EUR,FP,Solactive Euro Gov Green Bond,Capitalisation,ERTH,ETF,Lyxor Euro Government Green Bond (DR) UCITS ETF,,,Lyxor Euro Government Green Bond (DR) UCITS ETF,PA,France,Fixed Income
406,LU1806495575,USD,FP,BBG BARCLAYS MSCI US Corp SRI,,UCRP,ETF,AMUNDI INDEX US CORP SRI UCITS ETF DR - USD (C),,,AMUNDI INDEX US CORP SRI UCITS ETF DR - USD (C),PA,France,Fixed Income
407,LU1681040496,EUR,FP,iBoxx MSCI ESG EUR HY Corp TCA,,AHYE,ETF,AMUNDI EURO HIGH YIELD BOND ESG UCITS ETF DR -EUR (C),,,AMUNDI EURO HIGH YIELD BOND ESG UCITS ETF DR -EUR (C),PA,France,Fixed Income
408,IE00BC7GZW19,EUR,FP,Bar 0-3Yr Euro Corp Bd Index,,SEUC,ETF,SPDR Bloomberg Barclays 0-3 Year Euro Corporate Bond UCITS ETF,,,SPDR Bloomberg Barclays 0-3 Year Euro Corporate Bond UCITS ETF,PA,France,Fixed Income
409,LU1484799769,EUR,FP,BBG MSCI EUR Area Liq Corp Sus,,CBSE,ETF,UBS (Lux) Fund Solutions - Bloomberg MSCI Euro Are,,,UBS (Lux) Fund Solutions - Bloomberg MSCI Euro Are,PA,France,Fixed Income
410,LU1390062831,EUR,FP,Markit iBoxx USD Breakeven 10Y,,INFU,ETF,Lyxor US$ 10Y Inflation Expectations UCITS ETF - Acc,,,Lyxor US$ 10Y Inflation Expectations UCITS ETF - Acc,PA,France,Fixed Income
411,FR0013346681,EUR,FP,FTSE MTS EU Gov Bond IG,Capitalisation,OBLI,ETF,LYXOR PEA OBLIGATIONS D ETAT EURO UCITS ETF,,,LYXOR PEA OBLIGATIONS D ETAT EURO UCITS ETF,PA,France,Fixed Income
412,LU1681046774,EUR,FP,FTSE MTS Lowest-Rated Eurozone,,X1G,ETF,AMUNDI GOVT BOND LOWESTRATED EUROMTS INVESTMENTGRADE UCITS ETF DR  EUR (C),,,AMUNDI GOVT BOND LOWESTRATED EUROMTS INVESTMENTGRADE UCITS ETF DR  EUR (C),PA,France,Fixed Income
413,LU0721552973,EUR,FP,BBG US 7-10 Year Treasury Bond,,UEFI,ETF,UBS (Lux) Fund Solutions - Bloomberg US 1-3 Year T,,,UBS (Lux) Fund Solutions - Bloomberg US 1-3 Year T,PA,France,Fixed Income
414,LU1547515053,USD,FP,JPM ESG EMBI Global Div (TR),Capitalisation,EMBI,ETF,BNP Paribas Easy JPM ESG EMBI Global Diversified Composite UCITS ETF Cap,,,BNP Paribas Easy JPM ESG EMBI Global Diversified Composite UCITS ETF Cap,PA,France,Fixed Income
415,IE00B1FZS806,EUR,FP,Barclays Euro Gov Bond 10Y,,IBGM,ETF,iShares EUR Govt Bond 7-10yr UCITS ETF EUR (Dist),,,iShares EUR Govt Bond 7-10yr UCITS ETF EUR (Dist),PA,France,Fixed Income
416,IE00BZ163M45,EUR,FP,Global Agg US Treasury Fl Adj,,VUTY,ETF,VANGUARD USD TREASURY BOND UCITS ETF,,,VANGUARD USD TREASURY BOND UCITS ETF,PA,France,Fixed Income
417,NL0009272780,EUR,FP,Multi-Asset Growth Allocation,,TOF,ETF,VanEck Vectors Multi-Asset Growth Allocation UCITS ETF,,,VanEck Vectors Multi-Asset Growth Allocation UCITS ETF,PA,France,Fixed Income
418,IE00BZ163G84,EUR,FP,Euro Aggregate: Corporates,,VECP,ETF,VANGUARD EUR CORPORATE BOND UCITS ETF,,,VANGUARD EUR CORPORATE BOND UCITS ETF,PA,France,Fixed Income
419,DE000A3GPSP7,EUR,FP,MVIS Ethereum Index,,VETH,ETN,VanEck Vectors Ethereum ETN,,,VanEck Vectors Ethereum ETN,PA,France,Fixed Income
420,LU1681041387,EUR,FP,iBoxx MSCI ESG EUR Corp BBB,,CBBB,ETF,AMUNDI BBB EURO CORPORATE INVESTMENT GRADE ESG UCITS ETF DR - EUR (C),,,AMUNDI BBB EURO CORPORATE INVESTMENT GRADE ESG UCITS ETF DR - EUR (C),PA,France,Fixed Income
421,LU1708330235,EUR,FP,J.P. Morgan GBI Global EUR Hed,,GOVH,ETF,AMUNDI INDEX J.P. MORGAN GBI GLOBAL GOVIES UCITS ETF DR - EUR HEDGED,,,AMUNDI INDEX J.P. MORGAN GBI GLOBAL GOVIES UCITS ETF DR - EUR HEDGED,PA,France,Fixed Income
422,LU1681039647,EUR,FP,BBG MSCI € Corp ESG Sust SRI,,CC4,ETF,AMUNDI INDEX EURO CORPORATE SRI UCITS ETF 2 DR  EUR (C),,,AMUNDI INDEX EURO CORPORATE SRI UCITS ETF 2 DR  EUR (C),PA,France,Fixed Income
423,IE00BCRY6557,EUR,FP,iBoxx EUR Liquid IG Ultrashort,,ERNE,ETF,iShares EUR Ultrashort Bond UCITS ETF,,,iShares EUR Ultrashort Bond UCITS ETF,PA,France,Fixed Income
424,NL0009272772,EUR,FP,Multi-Asset Balanced Allocatio,,NTM,ETF,VanEck Vectors Multi-Asset Balanced Allocation UCITS ETF,,,VanEck Vectors Multi-Asset Balanced Allocation UCITS ETF,PA,France,Fixed Income
425,LU1287023185,EUR,FP,Bbg Bar € Tr 50bn 7-10Y Bd Ind,,MTD,ETF,Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF,,,Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF,PA,France,Fixed Income
426,LU1650490474,EUR,FP,Bbg Barclays € Tre 50bn Bd Ind,,MTX,ETF,Lyxor Euro Government Bond (DR) UCITS ETF - Acc,,,Lyxor Euro Government Bond (DR) UCITS ETF - Acc,PA,France,Fixed Income
427,IE00B14X4Q57,EUR,FP,Barclays Euro Gov Bond 1-3Y,Bi-Annually,IBGS,ETF,iShares Euro Government Bond 1 3yr UCITS ETF,x1,x1,iShares Euro Government Bond 1 3yr UCITS ETF,PA,France,Fixed Income
428,LU1407892592,EUR,FP,FTSE Acturaries UK Gilts All,,GILS,ETF,Lyxor Core UK Government Bond (DR) UCITS ETF - Dist,,,Lyxor Core UK Government Bond (DR) UCITS ETF - Dist,PA,France,Fixed Income
429,LU1287023342,EUR,FP,MTS Mid Price Highest Rated,,MAA,ETF,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond (DR) UCITS ETF - Acc,,,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond (DR) UCITS ETF - Acc,PA,France,Fixed Income
430,IE0032895942,EUR,FP,iBoxx USD Liquid IG,,LQDA,ETF,iShares S Corporate Bond UCITS ETF,,,iShares S Corporate Bond UCITS ETF,PA,France,Fixed Income
431,IE00B14X4S71,EUR,FP,ICE US Treasury 1-3Y Bond,,IBTS,ETF,iShares USD Treasury Bond 1 3yr UCITS ETF,,,iShares USD Treasury Bond 1 3yr UCITS ETF,PA,France,Fixed Income
432,IE00B4WXJG34,EUR,FP,Barclays Euro Gov Bond 5-7Y,,IEGY,ETF,iShares EUR Govt Bond 5-7yr UCITS ETF EUR (Dist),,,iShares EUR Govt Bond 5-7yr UCITS ETF EUR (Dist),PA,France,Fixed Income
433,LU1650487413,EUR,FP,Bbg Barc € Tre 50b 1-3Y Bd Ind,,MTA,ETF,Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF,,,Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF,PA,France,Fixed Income
434,LU1812090543,EUR,FP,Bbg Barc MSCI Euro Corp High Y,,YIEL,ETF,Lyxor Euro High Yield UCITS ETF,,,Lyxor Euro High Yield UCITS ETF,PA,France,Fixed Income
435,IE00B3B8Q275,EUR,FP,Markit iBoxx Euro Covered,,ICOV,ETF,iShares EUR Covered Bond UCITS ETF EUR (Dist),,,iShares EUR Covered Bond UCITS ETF EUR (Dist),PA,France,Fixed Income
436,IE00B4613386,EUR,FP,Barclays Capital EM Local Curr,,EMLD,ETF,SPDR Barclays Emerging Markets Local Bond UCITS ETF,,,SPDR Barclays Emerging Markets Local Bond UCITS ETF,PA,France,Fixed Income
437,IE00B7LGZ558,EUR,FP,Barclays France Treasury Bond,,IFRB,ETF,iShares France Govt Bnd UCITS ETF EUR (Dist),,,iShares France Govt Bnd UCITS ETF EUR (Dist),PA,France,Fixed Income
438,IE00BCRY5Y77,EUR,FP,iBoxx USD Liquid IG 0-5Y,,SDIG,ETF,iShares $ Short Duration Corporate Bond UCITS ETF,,,iShares $ Short Duration Corporate Bond UCITS ETF,PA,France,Fixed Income
439,LU1829219127,EUR,FP,Markit iBoxx EUR Liquid Corpo,,CRP,ETF,Lyxor ESG Euro Corporate Bond (DR) UCITS ETF - Acc,,,Lyxor ESG Euro Corporate Bond (DR) UCITS ETF - Acc,PA,France,Fixed Income
440,LU1215461325,EUR,FP,BBGMSCI US Liq CorpSus hed EUR,,UE27,ETF,UBS (Lux) Fund Solutions - Bloomberg MSCI US Liqui,,,UBS (Lux) Fund Solutions - Bloomberg MSCI US Liqui,PA,France,Fixed Income
441,FR0011607084,EUR,FP,SGI x-2 10y US Treasury,,DSUS,ETF,Lyxor Daily Double Short 10Y US Treasury UCITS ETF - Acc,,,Lyxor Daily Double Short 10Y US Treasury UCITS ETF - Acc,PA,France,Fixed Income
442,FR0010754184,EUR,FP,EuroMTS Investment 7-10,,C73,ETF,AMUNDI ETF GOVT BOND EUROMTS BROAD INVESTMENT GRADE 7-10 UCITS ETF DR,,,AMUNDI ETF GOVT BOND EUROMTS BROAD INVESTMENT GRADE 7-10 UCITS ETF DR,PA,France,Fixed Income
443,IE00B1FZSC47,EUR,FP,Barclays US Gov Inflation Link,,TPSA,ETF,iShares S TIPS UCITS ETF USD (Acc),,,iShares S TIPS UCITS ETF USD (Acc),PA,France,Fixed Income
444,LU1829218319,EUR,FP,Barclays Euro Corp FRN 0-7Y,Capitalisation,FLOT,ETF,LYXOR BARCLAYS FLOATING RATE EURO 0-7Y UCITS ETF - ACC,,,LYXOR BARCLAYS FLOATING RATE EURO 0-7Y UCITS ETF - ACC,PA,France,Fixed Income
445,IE00B3FH7618,EUR,FP,Bbg Euro Short Treasury 0-1Y,,IEGE,ETF,iShares EUR Govt Bond 0-1yr UCITS ETF EUR (Dist),,,iShares EUR Govt Bond 0-1yr UCITS ETF EUR (Dist),PA,France,Fixed Income
446,LU1681040066,EUR,FP,iBoxx MSCI ESG EUR Financials,,AFIN,ETF,AMUNDI EURO CORPORATE FINANCIALS ESG UCITS ETF DR - EUR (C),,,AMUNDI EURO CORPORATE FINANCIALS ESG UCITS ETF DR - EUR (C),PA,France,Fixed Income
447,LU1650489385,EUR,FP,Bbg Bar € Tr 50b 10-15Y Bd Ind,,MTE,ETF,Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF,,,Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF,PA,France,Fixed Income
448,LU1525419294,USD,FP,Barclays US Gov Inflation-Link,,UIFL,ETF,AMUNDI INDEX BARCLAYS US GOV INFLATION-LINKED BOND UCITS ETF DR,,,AMUNDI INDEX BARCLAYS US GOV INFLATION-LINKED BOND UCITS ETF DR,PA,France,Fixed Income
449,LU1435356149,EUR,FP,Bbg Bar MSCI US Corp High Y,,USHY,ETF,Lyxor USD High Yield UCITS ETF,,,Lyxor USD High Yield UCITS ETF,PA,France,Fixed Income
450,IE00B3VWN393,EUR,FP,ICE US Treasury 3-7Y Bond,,CBU7,ETF,iShares USD Treas Bond 3-7yr UCITS ETF USD (Acc),,,iShares USD Treas Bond 3-7yr UCITS ETF USD (Acc),PA,France,Fixed Income
451,IE00BZ163L38,EUR,FP,EM USD Sovereign + Quasi-Sov,,VEMT,ETF,VANGUARD USD EMERGING MARKETS GOVERNMENT BOND UCITS ETF,,,VANGUARD USD EMERGING MARKETS GOVERNMENT BOND UCITS ETF,PA,France,Fixed Income
452,IE00B3VTML14,EUR,FP,Bbg Euro Gov Bond 3-7Y,,CBE7,ETF,iShares EUR Govt Bond 3-7yr UCITS ETF EUR (Acc),,,iShares EUR Govt Bond 3-7yr UCITS ETF EUR (Acc),PA,France,Fixed Income
453,IE00B4WXJH41,EUR,FP,Barclays Euro Gov Bond 10-15Y,,IEGZ,ETF,iShares EUR Govt Bond 10-15yr UCITS ETF EUR (Dist),,,iShares EUR Govt Bond 10-15yr UCITS ETF EUR (Dist),PA,France,Fixed Income
454,IE00BZ163K21,EUR,FP,Global Aggregate Corporate-USD,,VUCP,ETF,VANGUARD USD CORPORATE BOND UCITS ETF,,,VANGUARD USD CORPORATE BOND UCITS ETF,PA,France,Fixed Income
455,IE00B1FZS681,EUR,FP,Barclays Euro Gov Bond 5Y,,IBGX,ETF,iShares EUR Govt Bond 3-5yr UCITS ETF EUR (Dist),,,iShares EUR Govt Bond 3-5yr UCITS ETF EUR (Dist),PA,France,Fixed Income
456,LU1829218822,EUR,FP,Markit iBoxx EUR Liquid Non-Fi,,CNB,ETF,Lyxor ESG Euro Corporate Bond Ex Financials (DR) UCITS ETF - Acc,,,Lyxor ESG Euro Corporate Bond Ex Financials (DR) UCITS ETF - Acc,PA,France,Fixed Income
457,FR0010754127,EUR,FP,Markit iBoxx Euro Inflation,,CI3,ETF,AMUNDI ETF EURO INFLATION UCITS ETF DR,,,AMUNDI ETF EURO INFLATION UCITS ETF DR,PA,France,Fixed Income
458,LU1686832194,EUR,FP,FTSE MTS Euroz Gov Bond IG 25Y,Capitalisation,MTH,ETF,LYXOR ULTRA LONG DURATION EURO GOVT FTSE MTS 25+Y (DR) UCITS ETF - ACC,x1,x1,LYXOR ULTRA LONG DURATION EURO GOVT FTSE MTS 25+Y (DR) UCITS ETF - ACC,PA,France,Fixed Income
459,LU0530119774,EUR,FP,Sol. Bund Daily (-1x) Inv Ind,,BUNS,ETF,Lyxor Bund Future Daily (-1x) Inverse UCITS ETF,,,Lyxor Bund Future Daily (-1x) Inverse UCITS ETF,PA,France,Fixed Income
460,IE00BCLWRB83,EUR,FP,iBoxx USD Liquid IG IR Hedged,,LQDH,ETF,iShares $ Corporate Bond Interest Rate Hedged UCITS ETF,,,iShares $ Corporate Bond Interest Rate Hedged UCITS ETF,PA,France,Fixed Income
461,IE00BMVB5P51,EUR,FP,,Capitalisation,V60A,ETF,Vanguard LifeStrategy 60% Equity UCITS ETF,,,Vanguard LifeStrategy 60% Equity UCITS ETF,PA,France,Fixed Income
462,LU1215415214,EUR,FP,Markit iBoxx EUR HY BB Corpo,,HYBB,ETF,Lyxor iBoxx EUR Liquid High Yield BB UCITS ETF - Acc,,,Lyxor iBoxx EUR Liquid High Yield BB UCITS ETF - Acc,PA,France,Fixed Income
463,LU1686830065,EUR,FP,MTS Mid Price Covered Bond Agg,Bi-Annually,ECB,ETF,LYXOR EUROMTS COVERED BOND AGGREGATE UCITS ETF,,,LYXOR EUROMTS COVERED BOND AGGREGATE UCITS ETF,PA,France,Fixed Income
464,LU1681041205,USD,FP,iBoxx USD Liq EM Sov Mid Price,,AGEB,ETF,AMUNDI GLOBAL EMERGING BONDMARKIT IBOXX UCITS ETF DR  USD (C),,,AMUNDI GLOBAL EMERGING BONDMARKIT IBOXX UCITS ETF DR  USD (C),PA,France,Fixed Income
465,LU1287023268,EUR,FP,MTS Mid Price InvG Ex-CNO 15y+,,MTF,ETF,Lyxor EuroMTS 15+Y Investment Grade (DR) UCITS ETF - Acc,,,Lyxor EuroMTS 15+Y Investment Grade (DR) UCITS ETF - Acc,PA,France,Fixed Income
466,DE000A3GSUC5,EUR,FP,MVIS CryptoCompare Polkadot,,VDOT,ETN,VanEck Vectors Polkadot ETN,,,VanEck Vectors Polkadot ETN,PA,France,Fixed Income
467,LU1287023003,EUR,FP,Bbg Bar € Tr 50bn 5-7Y Bd Ind,,MTC,ETF,Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF,,,Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF,PA,France,Fixed Income
468,NL0009272764,EUR,FP,Multi-Asset Conservative Alloc,,DTM,ETF,VanEck Vectors Multi-Asset Conservative Allocation UCITS ETF,,,VanEck Vectors Multi-Asset Conservative Allocation UCITS ETF,PA,France,Fixed Income
469,LU1407893301,EUR,FP,FTSE Act UK Index-Linked GILTS,,GILI,ETF,Lyxor Core UK Government Inflation-Linked Bond (DR) UCITS ETF - Dist,,,Lyxor Core UK Government Inflation-Linked Bond (DR) UCITS ETF - Dist,PA,France,Fixed Income
470,IE00B1FZS798,EUR,FP,ICE US Treasury 7-10Y Bond,,BTMA,ETF,iShares USD Treasury Bond 7-10yr UCITS ETF USD (Dist),,,iShares USD Treasury Bond 7-10yr UCITS ETF USD (Dist),PA,France,Fixed Income
471,IE00BCRY6227,EUR,FP,iBoxx USD Liquid IG Ultrashort,,ERND,ETF,iShares $ Ultrashort Bond UCITS ETF,,,iShares $ Ultrashort Bond UCITS ETF,PA,France,Fixed Income
472,LU0721553864,EUR,FP,BBG Euro Area Liquid Corp,,UEFR,ETF,UBS (Lux) Fund Solutions - Bloomberg Euro Area Liq,,,UBS (Lux) Fund Solutions - Bloomberg Euro Area Liq,PA,France,Fixed Income
473,LU1407887162,EUR,FP,Bbg Barcl US Treasury 1-3Y Ind,,US13,ETF,Lyxor Core US Treasury 1-3Y (DR) UCITS ETF,,,Lyxor Core US Treasury 1-3Y (DR) UCITS ETF,PA,France,Fixed Income
474,LU1681041114,EUR,FP,iBoxx MSCI ESG EUR FRN IG Corp,,AFRN,ETF,AMUNDI FLOATING RATE EURO CORPORATE ESG UCITS ETF DR - EUR (C),,,AMUNDI FLOATING RATE EURO CORPORATE ESG UCITS ETF DR - EUR (C),PA,France,Fixed Income
475,LU1681046261,EUR,FP,FTSE MTS Investment All Mat,,CB3,ETF,AMUNDI GOVT BOND EUROMTSBROAD INVESTMENT GRADE UCITSETF DR  EUR (C),,,AMUNDI GOVT BOND EUROMTSBROAD INVESTMENT GRADE UCITSETF DR  EUR (C),PA,France,Fixed Income
476,IE00BMVB5R75,EUR,FP,,Capitalisation,V80A,ETF,Vanguard LifeStrategy 80% Equity UCITS ETF,,,Vanguard LifeStrategy 80% Equity UCITS ETF,PA,France,Fixed Income
477,LU1437024729,EUR,FP,Barclays GlobalAggregate(500M),,GAGG,ETF,AMUNDI INDEX BARCLAYS GLOBAL AGG 500M UCITS ETF DR,,,AMUNDI INDEX BARCLAYS GLOBAL AGG 500M UCITS ETF DR,PA,France,Fixed Income
478,LU2037750168,USD,FP,iBoxx USD10Y Breakeven Infla,Capitalisation,BINFU,ETF,AMUNDI INDEX BREAKEVEN INFLATION USD 10Y UCITS ETF DR,,,AMUNDI INDEX BREAKEVEN INFLATION USD 10Y UCITS ETF DR,PA,France,Fixed Income
479,LU1650488494,EUR,FP,Bbg Barc € Tre 50b 3-5Y Bd Ind,,MTB,ETF,Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF,,,Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF,PA,France,Fixed Income
480,FR0010754168,EUR,FP,EuroMTS Investment 3-5,,C33,ETF,AMUNDI ETF GOVT BOND EUROMTS BROAD INVESTMENT GRADE 3-5 UCITS ETF DR,,,AMUNDI ETF GOVT BOND EUROMTS BROAD INVESTMENT GRADE 3-5 UCITS ETF DR,PA,France,Fixed Income
481,LU1437016204,EUR,FP,J.P. Morgan GBI Global,,GGOV,ETF,AMUNDI INDEX J.P. MORGAN GBI GLOBAL GOVIES UCITS ETF DR,,,AMUNDI INDEX J.P. MORGAN GBI GLOBAL GOVIES UCITS ETF DR,PA,France,Fixed Income
482,FR0010754143,EUR,FP,EuroMTS Investment 10-15,,C10,ETF,AMUNDI ETF GOVT BOND EUROMTSBROAD INVESTMENT GRADE 10-15UCITS ETF DR (C),,,AMUNDI ETF GOVT BOND EUROMTSBROAD INVESTMENT GRADE 10-15UCITS ETF DR (C),PA,France,Fixed Income
483,IE00BMVB5K07,EUR,FP,,Capitalisation,V20A,ETF,Vanguard LifeStrategy 20% Equity UCITS ETF,,,Vanguard LifeStrategy 20% Equity UCITS ETF,PA,France,Fixed Income
484,IE00B6YX5F63,EUR,FP,Bar 1-3Yr Euro Treas Bd Index,,GOVS,ETF,SPDR Barclays 1-3 Year Euro Government Bond UCITS ETF,,,SPDR Barclays 1-3 Year Euro Government Bond UCITS ETF,PA,France,Fixed Income
485,CH0454664027,EUR,FP,21Shares CC Ethereum,Capitalisation,AETH,ETN,21Shares Ethereum ETP - AETH,,,21Shares Ethereum ETP - AETH,PA,France,Crypto
486,CH1114873776,EUR,FP,Solana,Capitalisation,ASOL,ETN,21Shares Solana ETP,,,21Shares Solana ETP,PA,France,Crypto
487,XS2193972671,EUR,FP,Solactive Daily -3x TSLA,Capitalisation,3STS,ETN,GraniteShares 3x Short Tesla Daily ETP,,,GraniteShares 3x Short Tesla Daily ETP,PA,France,Equity
488,CH0454664001,EUR,FP,21Shares CC Bitcoin,Capitalisation,ABTC,ETN,21Shares Bitcoin ETP - ABTC,,,21Shares Bitcoin ETP - ABTC,PA,France,Crypto
489,XS2193972168,EUR,FP,Solactive Daily -3x NVDIA,Capitalisation,3SNV,ETN,GraniteShares 3x Short NVIDIA Daily ETP,,,GraniteShares 3x Short NVIDIA Daily ETP,PA,France,Equity
490,DE000A27Z304,EUR,FP,XBT CFIX Curncy,Capitalisation,BTCE,ETN,BTCetc - ETC Group Physical Bitcoin EUR,,,BTCetc - ETC Group Physical Bitcoin EUR,PA,France,Crypto
491,DE000A27Z304,USD,FP,XBT CFIX Curncy,Capitalisation,,ETN,BTCetc - ETC Group Physical Bitcoin USD,,,BTCetc - ETC Group Physical Bitcoin USD,PA,France,Crypto
492,XS2193971350,EUR,FP,Solactive Daily +3x FB,Capitalisation,3LFB,ETN,GraniteShares 3x Long Facebook Daily ETP,,,GraniteShares 3x Long Facebook Daily ETP,PA,France,Equity
493,CH0593331561,USD,FP,Polkadot DOT,Capitalisation,,ETN,21Shares Polkadot ETP,,,21Shares Polkadot ETP,PA,France,Crypto
494,CH0593331561,EUR,FP,Polkadot DOT,Capitalisation,ADOT,ETN,21Shares Polkadot ETP,,,21Shares Polkadot ETP,PA,France,Crypto
