Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country,AssetType
790,LU1291108642,USD,FP,MSCI World SRI S-Series 5%Cap,,EWRD,ETF,BNP Paribas Easy MSCI World SRI S-Series 5% Capped,,,BNP WORLD SRI UC,PA,France,Equity
791,IE00BMX0DF60,USD,FP,DJ US Slct Med Eqpmt Cpd 3520,Capitalisation,UMDV,ETF,iShares US Medical Devices UCITS ETF USD (Acc),,,ISHARES UMDV USD A,PA,France,Equity
792,FR0010717124,EUR,FP,CAC 40 Short,Annually,C4S,ETF,AMUNDI ETF SHORT CAC 40 DAILY UCITS ETF,,,AMUNDI ETF SH CAC,PA,France,Equity
793,LU1650492173,EUR,FP,FTSE 100 Total Return Index GB,,L100,ETF,Lyxor FTSE 100 UCITS ETF - Acc,,,LYXOR FTSE 100,PA,France,Equity
794,IE00BKVL7778,USD,FP,MSCI W MV ESG RdCrbnTrgt Indx,Capitalisation,MVEW,ETF,iShares Edge MSCI World Minimum Volatility ESG UCITS ETF USD (Acc),,,ISHARES WMVE ACC,PA,France,Equity
795,LU1753045332,EUR,FP,MSCI Europe SRI S-Series 5%Cap,Capitalisation,SRIEC,ETF,BNP Paribas Easy MSCI Europe SRI S-Series 5% Capped,,,BNP MSCI EU SRI EC,PA,France,Equity
796,LU1834986900,EUR,FP,STOXX EU 600 Healthcare NR EUR,,HLT,ETF,LYXOR STOXX EUROPE 600 HEALTHCARE UCITS ETF - ACC,,,LYXOR STX EU HLTHC,PA,France,Equity
797,FR0010405431,EUR,FP,MSCI Greece IMI + Coca-Cola 20,,GRE,ETF,Lyxor MSCI Greece UCITS ETF,,,LYXOR MSCI GREECE,PA,France,Equity
798,LU1681046006,EUR,FP,MSCI World Energy,,CWE,ETF,AMUNDI MSCI WORLD ENERGY UCITS ETF - EUR,,,AMUNDI ETF WLD NRJ,PA,France,Equity
799,FR0011550193,EUR,FP,Stoxx Europe 600 TR,,ETZ,ETF,BNP Paribas Easy Stoxx Europe 600 UCITS ETF Capitalisation,,,BNPP Stoxx 600C,PA,France,Equity
800,IE00BYTRR863,EUR,FP,MSCI World Energy 35/20,,WNRG,ETF,SPDR MSCI WORLD ENERGY UCITS ETF,,,SPDR MSCI W ENERGY,PA,France,Equity
801,IE00B53QG562,EUR,FP,MSCI EMU,,CEMU,ETF,iShares Core MSCI EMU UCITS ETF,,,iSHR MSCI EMUSC,PA,France,Equity
802,IE00BWBXM500,EUR,FP,IXMNTR,,SXLF,ETF,SPDR S&P U.S. FINANCIALS SELECT SECTOR UCITS ETF,,,SPDR US FINAN,PA,France,Equity
803,LU1681044647,EUR,FP,MSCI Nordic Countries,,CN1,ETF,AMUNDI MSCI NORDIC UCITS ETF - EUR,,,AMUNDI ETF MS NOR,PA,France,Equity
804,LU0533032420,EUR,FP,MSCI World Energy,,NRGW,ETF,Lyxor MSCI World Energy TR UCITS ETF - Acc,,,LYXOR ETF MSC WNRJ,PA,France,Equity
805,IE00B14X4M10,EUR,FP,MSCI North America,Quarterly,INAA,ETF,iShares MSCI North America UCITS ETF,,,ISHARES N-AMERICA,PA,France,Equity
806,LU1646359965,EUR,FP,MSCI Jp Sel ESG Rat Trend Lead,,JPXH,ETF,Lyxor MSCI Japan ESG LeadersExtra (DR) UCITS ETF - DailyHedged to EUR - Acc,,,LYXOR JAPAN ESG DH,PA,France,Equity
807,FR0000021842,EUR,FP,BEL 20,,BEL,ETF,LYXOR UCITS ETF BEL 20 TR,,,LYXOR ETF BEL 20,PA,France,Equity
808,FR0013411998,EUR,FP,TOPIX,Capitalisation,PTPXH,ETF,AMUNDI ETF PEA JAPAN TOPIX UCITS ETF - DAILY HEDGED EUR,,,AMUNDI PEA TOPIX H,PA,France,Equity
809,IE00B0M63391,EUR,FP,MSCI Korea,Bi-Annually,IKRA,ETF,iShares MSCI Korea UCITS ETF (Dist),,,ISHARES KOREA,PA,France,Equity
810,NL0011683594,EUR,FP,Morningstar Div Leaders Index,,TDIV,ETF,VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF,,,VanEck High Div,PA,France,Equity
811,LU1681041544,EUR,FP,MSCI Europe Mid Cap,,CEM,ETF,AMUNDI MSCI Europe Low Size Factor UCITS ETF - EUR,,,AMUNDI ETF EUR MID,PA,France,Equity
812,FR0011871102,EUR,FP,Topix Gross Total Return,,PJPN,ETF,LYXOR UCITS ETF PEA JAPAN (TOPIX) C-EUR,,,LYXOR TOPIX PEA,PA,France,Equity
813,FR0010655761,EUR,FP,MSCI UK,Annually,CU1,ETF,AMUNDI ETF MSCI UK UCITS ETF,,,AMUNDI ETF MSCI UK,PA,France,Equity
814,LU1834983394,EUR,FP,STX EU 600 Auto&parts NR EUR,Capitalisation,AUT,ETF,LYXOR STOXX EUROPE 600 AUTOMOBILES & PARTS UCITS ETF,,,LYXOR STX 600 AUTO,PA,France,Equity
815,LU2008763935,EUR,FP,FTSE EPRA Dev EU ex UK Green,Capitalisation,GREAL,ETF,BNP PARIBAS EASY FTSE EPRA NAREIT DEVELOPED EUROPE EX UK GREEN CTB,,,BNPP EU GREEN ETF,PA,France,Equity
816,LU1659681586,EUR,FP,MSCI USA SRI S-Series 5%Cap,Capitalisation,EKLDC,ETF,BNP Paribas Easy MSCI USA SRI S-Series 5% Capped,,,BNP MSCI US SRI EC,PA,France,Equity
817,LU1659681230,EUR,FP,MSCI Emerg SRI S-Series 5%Cap,,EMIS,ETF,BNP Paribas Easy MSCI Emerging SRI S-Series 5% Capped,,,BNP MSCI EM SRI EC,PA,France,Equity
818,IE00BWBXM948,EUR,FP,IXTNTR,,SXLK,ETF,SPDR S&P U.S. TECHNOLOGY SELECT SECTOR UCITS ETF,,,SPDR US TECH,PA,France,Equity
819,IE00BJXRZJ40,EUR,FP,Fox. Cybersecurity,Capitalisation,CYBR,ETF,Rize Cybersecurity and Data Privacy UCITS ETF,,,Rize Cybersec ETF,PA,France,Equity
820,IE00BJ38QD84,EUR,FP,Russell 2000 Index,,R2US,ETF,SPDR Russell 2000 U.S. Small Cap UCITS ETF,,,SPDR RUSSELL 2K,PA,France,Equity
821,LU2090063673,JPY,FP,MSCI Japan NTR Index,Bi-Annually,LJPN,ETF,Lyxor Core MSCI Japan (DR) UCITS ETF - Dist,,,Lyxor Core Japan,PA,France,Equity
822,IE00B5M1WJ87,EUR,FP,S&P Euro HY Div Index,,EUDV,ETF,SPDR S&P Euro Dividend Aristocrtas UCITS ETF,,,SPDR EUR DIV ARIST,PA,France,Equity
823,IE00BMDBMG37,USD,FP,MSCI EurSRI Sel Rd Fossil Fuel,Quarterly,IDSE,ETF,iShares MSCI Europe SRI UCITS ETF USD (Acc),,,ISHARES MES $ A,PA,France,Equity
824,IE00BYTRRG40,EUR,FP,MSCI World Com Services 35/20,,WTEL,ETF,SPDR MSCI World Communication Services UCITS ETF,,,SPDR MSCI W COMM,PA,France,Equity
825,FR0010869495,EUR,FP,ShortDAX,,DSD,ETF,Lyxor Daily ShortDAX x2  UCITS ETF - Acc,,,LYXOR ETF DAX DS2,PA,France,Equity
826,LU0533033238,EUR,FP,MSCI World Health Care,,HLTW,ETF,Lyxor MSCI World Health Care TR UCITS ETF - Acc,,,LYXOR ETF MSC WHC,PA,France,Equity
827,NL0009272780,EUR,FP,Multi-Asset Growth Allocation,,TOF,ETF,VanEck Vectors Multi-Asset Growth Allocation UCITS ETF,,,VanEck Growth,PA,France,Equity
828,LU2023679090,EUR,FP,MSCI Future Mobility NTR,,ELCR,ETF,Lyxor MSCI Future Mobility ESG Filtered (DR) UCITS ETF- Acc,,,LYXOR FUTUR MOB,PA,France,Equity
829,IE00BMWXKN31,EUR,FP,HANG SENG TECH INDEX,Capitalisation,HSTE,ETF,HSBC HANG SENG TECH UCITS ETF,,,HSBC HSENG TCH ETF,PA,France,Equity
830,LU1900066462,EUR,FP,MSCI EM East Eur ex Ru NTR EUR,Capitalisation,CEC,ETF,LYXOR MSCI EASTERN EUROPE EX RUSSIA UCITS ETF - ACC,,,LYXOR ETF EASTERN,PA,France,Equity
831,FR0011869205,EUR,FP,IBOVESPA,,PRIO,ETF,LYXOR UCITS ETF PEA Brazil (IBOVESPA) C-EUR,,,LYXOR BRAZIL PEA,PA,France,Equity
832,FR0012739431,EUR,FP,EURO STOXX 50,,ETDD,ETF,BNP Paribas Easy EURO STOXX 50 UCITS ETF EUR Capitalisation,,,BNPP EUROSTOXX50 C,PA,France,Equity
833,LU1437015735,EUR,FP,MSCI Europe,,CEU2,ETF,AMUNDI INDEX MSCI EUROPE UCITS ETF DR,,,AMUNDI MSCI EUR DR,PA,France,Equity
834,LU1681038326,USD,FP,NASDAQ-100,,ANXU,ETF,AMUNDI NASDAQ-100 UCITS ETF - USD,,,AMUNDI ETF NDX-B,PA,France,Equity
835,LU1437017863,USD,FP,S&P 500 ESG,,U500,ETF,AMUNDI S&P 500 ESG UCITS ETF DR - EUR (C),,,AM S&P500 ESGETFU,PA,France,Equity
836,IE00B1FZS574,EUR,FP,MSCI Turkey,,ITKY,ETF,iShares MSCI Turkey UCITS ETF USD (Dist),,,ISHARES TURKEY,PA,France,Equity
